,selling_price,km_driven,mileage,engine,max_power,seats,age,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
140,1864999,50000,14.67,1798.0,177.46,5.0,7,0,0,0,1,1,0,0,1,0,1,0,0,0,0
141,2700000,35000,15.0,2143.0,204.0,5.0,9,0,1,0,0,1,0,0,1,0,1,0,0,0,0
142,1750000,19000,13.96,1451.0,141.0,5.0,6,0,0,0,1,1,0,0,1,0,1,0,0,0,0
143,795000,41000,18.0,1497.0,117.6,5.0,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0
144,625000,39000,14.28,1798.0,138.03,5.0,12,0,0,0,1,1,0,0,1,0,1,0,0,0,0
145,3400000,22000,18.0,1969.0,190.0,5.0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0
146,2650000,53000,12.07,2967.0,241.4,7.0,10,0,1,0,0,1,0,0,1,0,1,0,0,0,0
147,535000,40000,26.21,1248.0,88.5,5.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0
148,5850000,47000,13.5,2987.0,282.0,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
149,975000,72200,10.8,2497.0,150.0,5.0,15,0,0,0,1,1,0,0,1,0,0,0,1,0,0
150,805000,49900,16.3,1797.0,147.5,5.0,9,0,0,0,1,1,0,0,0,1,1,0,0,0,0
151,2625000,9000,13.6,1999.0,177.0,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
152,811000,11000,17.0,1198.0,108.5,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0
153,375000,49000,15.04,1598.0,103.6,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0
154,550000,95000,16.3,1797.0,147.5,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0
155,645000,11000,14.3,1598.0,103.5,5.0,9,0,0,0,1,1,0,0,1,0,1,0,0,0,0
156,2550000,18000,15.04,1991.0,183.0,5.0,7,0,0,0,1,1,0,0,1,0,1,0,0,0,0
157,599000,46100,16.02,1373.0,93.7,7.0,11,0,0,0,1,1,0,0,0,1,1,0,0,0,0
158,2700000,16000,14.74,1991.0,181.04,5.0,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0
159,875000,18000,15.6,1497.0,116.3,5.0,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0
160,894999,9654,19.56,1197.0,81.8,5.0,6,0,0,0,1,1,0,0,1,0,1,0,0,0,0
161,175000,11000,23.95,998.0,67.05,5.0,14,0,0,0,1,1,0,0,0,1,1,0,0,0,0
162,340000,24300,21.21,1197.0,81.8,5.0,13,0,0,0,1,1,0,0,0,1,1,0,0,0,0
163,1525000,42163,11.36,2755.0,171.5,7.0,9,0,1,0,0,1,0,0,1,0,0,0,1,0,0
164,1025000,8000,21.5,1497.0,108.5,5.0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0
165,2150000,30000,22.69,1995.0,190.0,5.0,9,0,1,0,0,1,0,0,1,0,1,0,0,0,0
166,1900000,41000,19.16,2494.0,157.7,5.0,9,0,0,0,1,1,0,0,1,0,1,0,0,0,0
167,2900000,12000,18.12,1995.0,190.0,5.0,9,0,1,0,0,1,0,0,1,0,1,0,0,0,0
168,450000,71000,12.1,2362.0,164.7,5.0,16,0,0,0,1,1,0,0,1,0,1,0,0,0,0
169,850000,20000,17.5,1373.0,91.1,7.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
170,10000000,30000,42.0,1969.0,400.0,4.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0
171,300000,100000,20.54,1598.0,103.6,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
172,575000,9500,18.16,1196.0,86.8,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
173,160000,120000,20.0,1399.0,68.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
174,515000,36600,20.4,1197.0,81.8,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
175,390000,50000,20.51,998.0,67.0,5.0,10,0,0,0,1,0,1,0,1,0,0,0,1,0,0
176,550000,14000,18.6,1197.0,81.83,5.0,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0
177,40000,40000,16.1,796.0,37.0,4.0,26,0,0,0,1,0,1,0,0,1,0,0,1,0,0
178,220000,120000,21.1,1248.0,73.9,5.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0
179,425000,70000,18.9,1197.0,82.0,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
180,480000,13000,19.44,999.0,75.0,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
181,400000,60000,18.9,1197.0,82.0,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0
182,487000,35000,19.1,1197.0,85.8,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
183,386000,44000,19.1,1197.0,82.0,5.0,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0
184,100000,120000,13.0,1493.0,100.0,5.0,20,0,0,0,1,0,1,0,0,1,0,0,1,0,0
185,300000,60000,21.43,1364.0,87.2,5.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0
186,100000,60000,18.5,796.0,53.0,5.0,25,0,0,0,1,0,1,0,0,1,1,0,0,0,0
187,1750000,30000,13.0,2982.0,168.5,7.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
188,450000,15000,18.15,1198.0,82.0,6.0,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0
189,490000,90000,22.95,1248.0,74.0,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
190,345000,47000,17.0,1497.0,118.0,5.0,16,0,0,0,1,0,1,0,0,1,0,0,1,0,0
191,85000,90000,17.3,993.0,60.0,5.0,20,0,0,0,1,0,1,0,0,1,1,0,0,0,0
192,215000,120600,18.9,998.0,67.1,5.0,15,0,0,0,1,0,1,0,0,1,0,0,1,0,0
193,320000,100000,16.2,1599.0,103.2,5.0,15,0,0,0,1,0,1,0,0,1,0,0,0,0,1
194,459999,60000,20.85,1197.0,83.14,5.0,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0
195,65000,86000,15.3,1341.0,83.0,5.0,20,0,0,0,1,0,1,0,0,1,1,0,0,0,0
196,720000,5000,18.6,1197.0,81.86,5.0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0
197,800000,37000,28.09,1248.0,88.5,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
198,520000,14000,20.3,1199.0,84.0,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
199,580000,70000,20.77,1248.0,88.76,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
200,235000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
201,600000,50000,17.4,1497.0,117.3,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
202,290000,60000,19.4,1198.0,86.8,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0
203,360000,50000,26.6,998.0,58.16,5.0,9,1,0,0,0,0,1,0,0,1,1,0,0,0,0
204,550000,50000,20.85,1197.0,83.14,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
205,375000,70000,18.5,1197.0,82.85,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
206,40000,90000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,22,0,0,0,1,0,1,0,0,1,0,0,1,0,0
207,420000,35000,20.51,998.0,67.0,5.0,7,0,0,0,1,0,1,0,1,0,1,0,0,0,0
208,550000,20000,21.21,1197.0,81.8,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
209,270000,20000,24.7,796.0,47.3,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
210,700000,7800,22.0,1197.0,81.8,5.0,7,0,0,0,1,0,1,0,1,0,1,0,0,0,0
211,500000,20000,20.4,1197.0,81.8,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
212,1250000,15000,17.6,2179.0,147.94,7.0,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0
213,320000,31377,18.5,1197.0,82.85,5.0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,0
214,700000,50000,28.4,1248.0,74.02,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
215,290000,60000,20.51,998.0,67.04,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
216,550000,100000,14.53,1794.0,138.1,5.0,13,0,0,0,1,0,1,0,1,0,1,0,0,0,0
217,265000,60000,19.4,1198.0,86.8,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0
218,830000,5000,21.4,1197.0,83.1,5.0,7,0,0,0,1,0,1,0,1,0,1,0,0,0,0
219,800000,60000,14.1,2179.0,147.94,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
220,160000,25000,19.7,796.0,46.3,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
221,335000,30000,25.17,799.0,53.3,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
222,329000,80000,20.63,1198.0,67.0,5.0,8,0,0,0,1,0,1,0,0,1,0,0,1,0,0
223,775000,75000,24.3,1248.0,88.5,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
224,524000,32000,20.14,1197.0,81.86,5.0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0
225,245000,40000,22.74,796.0,47.3,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
226,275000,93000,17.0,1197.0,80.0,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0
227,520000,60000,17.57,1193.0,88.7,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
228,130000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,17,0,0,0,1,0,1,0,0,1,0,0,1,0,0
229,550000,37000,16.95,1498.0,97.7,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
230,910000,15000,17.0,1497.0,121.36,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
231,300000,80000,19.49,1198.0,67.04,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
232,350000,140000,20.51,998.0,67.04,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
233,900000,70000,12.83,2696.0,162.0,7.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
234,300000,120000,17.21,1493.0,100.0,7.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
235,250000,110000,21.1,1248.0,73.9,5.0,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0
236,1100000,37000,19.67,1582.0,126.2,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
237,270000,44000,25.17,799.0,53.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
238,640000,80000,20.77,1248.0,88.76,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
239,650000,125000,15.1,2179.0,140.0,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
240,409999,13500,15.37,1196.0,73.0,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
241,165000,75000,17.92,1086.0,62.1,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0
242,80000,120000,13.2,1495.0,94.0,5.0,18,0,0,0,1,0,1,0,0,1,0,0,1,0,0
243,535000,120000,15.1,2179.0,140.0,7.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
244,700000,70000,12.99,2494.0,100.57,7.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
245,550000,70000,23.4,1248.0,74.0,5.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
